Employee_ID,Department,Job_Role,Age,Gender,Date_of_Joining,Tenure_Years,Salary,Performance_Rating,Training_Hours,Engagement_Score,Satisfaction_Score,Training_Need,Turnover,Hire_Time_Days
301,Marketing,Marketing Analyst,47,Female,2021-01-24,3,108368,4,25,94,96,No,No,22
302,Marketing,Digital Marketer,38,Female,2016-05-31,8,77342,4,43,92,51,No,No,47
303,Finance,Financial Analyst,49,Female,2020-07-28,4,93303,1,6,86,85,Yes,No,32
304,Operations,Operations Manager,23,Female,2015-06-05,9,91120,5,27,95,80,No,No,60
305,HR,HR Generalist,59,Male,2015-07-10,9,119582,3,18,79,77,Yes,No,25
306,Finance,Financial Analyst,30,Female,2019-05-29,5,81372,4,49,69,81,No,No,60
307,Finance,Financial Analyst,24,Female,2017-08-10,7,106937,3,30,94,91,Yes,No,23
308,Finance,Financial Analyst,31,Male,2017-05-12,7,84559,2,7,61,81,No,Yes,48
309,Sales,Sales Executive,51,Male,2024-09-29,0,113813,3,10,79,72,Yes,No,38
310,Sales,Sales Representative,28,Male,2019-09-30,5,54425,3,47,79,87,No,Yes,15
311,Operations,Operations Manager,47,Female,2020-12-16,3,68042,1,31,77,81,No,No,39
312,IT,Data Scientist,35,Female,2021-07-15,3,65175,3,9,68,79,No,No,43
313,Marketing,Marketing Analyst,32,Female,2024-02-25,0,56718,3,19,91,59,Yes,No,53
314,HR,Recruitment Manager,33,Male,2017-01-09,7,81433,2,22,82,92,Yes,Yes,35
315,Marketing,Digital Marketer,43,Male,2019-10-24,5,64801,3,45,71,60,Yes,No,30
316,Sales,Sales Representative,28,Male,2016-10-09,8,89656,1,30,89,81,Yes,No,18
317,Sales,Sales Executive,29,Female,2022-12-14,1,119627,1,23,65,86,Yes,No,34
318,HR,HR Generalist,55,Female,2018-11-24,5,74973,3,45,71,91,No,No,26
319,IT,Software Engineer,35,Female,2015-08-22,9,99748,1,26,93,77,No,No,18
320,IT,Data Scientist,33,Female,2020-01-22,4,69645,2,9,68,98,No,No,38
321,IT,Software Engineer,42,Male,2017-11-15,6,66126,2,44,95,70,No,No,52
322,Operations,Operations Manager,54,Female,2023-09-20,1,78796,1,44,99,61,No,Yes,50
323,Operations,Operations Manager,41,Female,2016-01-10,8,62805,1,8,89,83,No,No,35
324,Finance,Financial Analyst,36,Female,2019-12-20,4,104799,2,38,61,97,No,No,15
325,Sales,Sales Executive,30,Male,2021-09-05,3,47203,3,24,72,99,Yes,No,29
326,Operations,Operations Manager,45,Female,2020-05-29,4,109489,5,48,83,76,Yes,No,17
327,Finance,Financial Analyst,58,Male,2019-11-29,4,98448,1,31,69,99,Yes,Yes,55
328,IT,Data Scientist,39,Female,2021-11-15,2,99297,3,38,86,81,No,No,48
329,Marketing,Digital Marketer,56,Female,2016-09-01,8,92604,3,30,77,94,Yes,No,60
330,HR,Recruitment Manager,47,Female,2016-07-05,8,57014,2,35,72,60,Yes,Yes,32
331,Finance,Financial Analyst,59,Male,2024-05-11,0,103564,1,35,75,77,Yes,Yes,18
332,Finance,Financial Analyst,27,Male,2023-01-02,1,117500,2,14,96,63,No,No,21
333,HR,Recruitment Manager,30,Female,2022-11-19,1,115164,5,18,98,64,No,No,21
334,IT,Data Scientist,28,Male,2020-07-21,4,57072,2,49,77,67,No,Yes,60
335,Marketing,Marketing Analyst,27,Female,2020-08-31,4,41509,1,17,81,77,Yes,No,42
336,Finance,Financial Analyst,43,Male,2016-12-07,7,103139,5,36,79,65,No,No,18
337,Marketing,Digital Marketer,32,Male,2022-12-20,1,113445,3,34,60,100,Yes,No,50
338,Finance,Financial Analyst,51,Male,2016-10-16,8,91060,3,34,78,51,No,No,44
339,Sales,Sales Executive,41,Female,2023-04-15,1,79036,5,14,91,78,Yes,No,24
340,HR,HR Generalist,41,Male,2022-01-28,2,115710,2,10,86,98,No,No,49
341,Operations,Operations Manager,48,Female,2015-06-19,9,57331,5,28,97,60,Yes,Yes,22
342,IT,Data Scientist,34,Male,2019-12-15,4,89311,3,21,82,87,No,No,48
343,Operations,Operations Manager,41,Female,2020-07-09,4,96818,2,35,60,83,No,No,36
344,IT,Data Scientist,40,Male,2017-06-20,7,63207,3,17,67,72,No,Yes,31
345,Operations,Operations Manager,47,Male,2017-08-26,7,50178,2,29,86,55,Yes,No,30
346,Finance,Financial Analyst,35,Female,2024-06-03,0,99336,5,50,98,100,Yes,No,25
347,Finance,Financial Analyst,50,Female,2021-03-17,3,68023,5,8,91,54,Yes,No,53
348,IT,Software Engineer,53,Male,2016-04-19,8,108286,3,41,96,55,Yes,No,49
349,Sales,Sales Representative,41,Male,2015-12-10,8,116122,3,5,96,76,No,Yes,32
350,Marketing,Marketing Analyst,41,Male,2016-04-05,8,86151,1,5,98,75,Yes,No,42
351,Finance,Financial Analyst,40,Male,2018-03-10,6,63003,5,34,94,54,Yes,No,20
352,IT,Data Scientist,46,Male,2018-07-31,6,68820,5,11,61,52,No,No,33
353,IT,Data Scientist,23,Female,2015-11-11,8,95045,5,17,92,72,Yes,No,41
354,HR,HR Generalist,34,Female,2021-05-14,3,99994,2,41,72,63,Yes,No,33
355,Marketing,Digital Marketer,41,Male,2014-12-14,9,63658,5,31,77,53,No,No,22
356,Finance,Financial Analyst,32,Female,2016-06-27,8,69094,4,29,68,85,No,No,59
357,Marketing,Marketing Analyst,55,Male,2021-07-09,3,68288,5,30,91,64,Yes,No,24
358,IT,Data Scientist,23,Female,2024-04-14,0,54914,2,44,100,83,Yes,No,31
359,Sales,Sales Representative,30,Male,2023-08-25,1,107512,2,50,88,92,No,No,18
360,IT,Data Scientist,34,Female,2019-10-01,5,53766,3,36,83,68,Yes,No,59
361,Sales,Sales Representative,40,Male,2022-06-14,2,84635,2,20,72,62,No,Yes,31
362,Operations,Operations Manager,44,Female,2023-02-18,1,43521,5,47,62,84,No,No,31
363,Operations,Operations Manager,54,Female,2024-10-08,0,51248,1,37,87,93,No,Yes,22
364,Marketing,Digital Marketer,33,Female,2018-07-07,6,78596,2,39,97,94,Yes,Yes,27
365,Marketing,Digital Marketer,39,Female,2022-01-06,2,53539,2,34,100,72,Yes,Yes,44
366,HR,Recruitment Manager,42,Female,2016-03-29,8,103454,2,23,62,76,Yes,No,26
367,Sales,Sales Executive,47,Male,2021-01-31,3,78256,1,32,100,87,No,No,16
368,Finance,Financial Analyst,47,Female,2018-07-25,6,108651,3,19,75,60,Yes,No,49
369,Finance,Financial Analyst,40,Female,2019-04-05,5,103622,5,20,87,99,Yes,No,53
370,IT,Data Scientist,33,Male,2024-10-10,0,83875,2,11,92,70,Yes,Yes,50
371,Sales,Sales Representative,55,Female,2017-08-27,7,77546,3,44,65,63,Yes,No,40
372,Marketing,Digital Marketer,36,Female,2022-02-26,2,74125,1,33,68,52,Yes,No,60
373,Marketing,Digital Marketer,38,Female,2018-01-31,6,42344,3,25,100,65,No,No,37
374,Operations,Operations Manager,34,Male,2020-12-01,3,91616,5,39,79,75,Yes,No,22
375,Marketing,Marketing Analyst,49,Male,2016-10-10,8,52153,2,8,95,68,Yes,No,38
376,IT,Software Engineer,36,Female,2015-11-27,8,81600,3,6,64,79,No,No,39
377,IT,Software Engineer,50,Male,2015-04-16,9,60688,1,15,96,93,Yes,Yes,18
378,Operations,Operations Manager,36,Female,2023-10-07,1,73471,3,41,83,97,No,No,59
379,HR,HR Generalist,37,Male,2022-07-03,2,67910,2,11,68,56,Yes,No,20
380,Finance,Financial Analyst,51,Female,2018-04-02,6,91835,1,44,100,83,No,No,28
381,IT,Data Scientist,57,Female,2016-11-03,7,92673,5,38,63,79,Yes,No,31
382,Finance,Financial Analyst,29,Female,2023-04-11,1,115144,3,49,92,67,No,No,52
383,Marketing,Digital Marketer,26,Female,2021-08-03,3,84680,1,11,81,87,Yes,No,51
384,Operations,Operations Manager,23,Male,2019-03-08,5,80648,4,12,93,92,Yes,No,30
385,Marketing,Digital Marketer,38,Male,2018-05-06,6,92610,5,33,90,69,No,Yes,51
386,Finance,Financial Analyst,28,Female,2015-07-15,9,51949,2,29,89,66,No,No,58
387,Operations,Operations Manager,33,Female,2018-06-29,6,101141,3,35,66,55,Yes,No,31
388,Marketing,Digital Marketer,45,Male,2017-04-23,7,90317,3,16,78,80,Yes,No,34
389,Marketing,Digital Marketer,42,Male,2016-08-07,8,85749,1,33,99,61,No,No,33
390,Operations,Operations Manager,53,Male,2018-03-10,6,98392,2,20,82,64,Yes,No,18
391,HR,Recruitment Manager,46,Male,2022-08-14,2,82523,1,48,60,79,No,No,26
392,HR,HR Generalist,47,Male,2021-04-02,3,74646,1,13,63,50,No,No,57
393,Finance,Financial Analyst,26,Female,2020-12-21,3,103126,5,26,76,71,Yes,Yes,48
394,IT,Data Scientist,55,Male,2024-02-12,0,90150,3,7,93,62,Yes,No,16
395,Operations,Operations Manager,31,Male,2017-05-24,7,114979,4,39,91,77,Yes,No,26
396,Sales,Sales Representative,40,Female,2016-08-07,8,75933,2,30,60,53,Yes,Yes,53
397,Marketing,Marketing Analyst,23,Male,2023-02-13,1,109965,2,42,69,55,Yes,Yes,26
398,HR,Recruitment Manager,23,Female,2017-05-06,7,77776,3,41,61,65,Yes,No,38
399,Marketing,Marketing Analyst,58,Female,2024-05-30,0,87874,1,31,72,73,No,No,28
400,Finance,Financial Analyst,60,Male,2021-09-22,3,106267,1,25,97,87,Yes,No,37
401,Marketing,Digital Marketer,38,Female,2022-01-07,2,64238,4,31,83,56,No,Yes,26
402,Marketing,Digital Marketer,27,Female,2023-09-08,1,88997,3,47,82,59,No,No,27
403,IT,Data Scientist,60,Female,2023-04-01,1,116889,2,5,83,58,Yes,No,51
404,Sales,Sales Executive,46,Female,2020-04-21,4,66125,4,5,99,64,No,No,46
405,HR,Recruitment Manager,47,Female,2023-04-20,1,48001,3,16,70,70,Yes,No,43
406,IT,Data Scientist,36,Male,2023-04-21,1,73487,1,34,80,80,No,No,29
407,Marketing,Marketing Analyst,53,Male,2018-04-04,6,75553,2,28,60,68,No,No,29
408,Sales,Sales Executive,60,Female,2024-01-20,0,57441,3,45,96,85,Yes,No,39
409,Finance,Financial Analyst,45,Female,2018-07-17,6,57700,1,43,85,92,No,No,24
410,Marketing,Digital Marketer,38,Female,2014-12-26,9,118450,2,34,72,94,Yes,No,44
411,Sales,Sales Representative,34,Female,2020-08-10,4,95749,1,24,77,60,Yes,No,34
412,IT,Software Engineer,44,Male,2020-03-26,4,115620,5,15,63,56,Yes,No,31
413,Finance,Financial Analyst,40,Male,2020-04-17,4,48006,3,41,83,56,No,No,60
414,Finance,Financial Analyst,28,Male,2015-06-04,9,43890,3,32,98,80,No,No,52
415,IT,Software Engineer,49,Female,2023-10-02,1,50960,5,21,94,72,Yes,Yes,23
416,HR,Recruitment Manager,23,Female,2017-05-05,7,83894,5,42,97,75,Yes,Yes,50
417,IT,Software Engineer,42,Female,2019-03-11,5,58915,1,10,62,90,No,No,41
418,Finance,Financial Analyst,48,Male,2017-06-21,7,84353,1,11,68,67,Yes,No,25
419,IT,Data Scientist,49,Male,2021-04-08,3,66645,1,38,77,76,Yes,No,21
420,Finance,Financial Analyst,43,Female,2024-09-26,0,106759,2,36,97,63,Yes,No,57
421,Sales,Sales Representative,49,Male,2019-10-30,4,44907,1,25,81,57,No,No,21
422,IT,Data Scientist,58,Male,2022-10-28,2,52677,4,35,69,70,Yes,Yes,23
423,Sales,Sales Executive,51,Female,2015-12-13,8,111710,5,20,87,65,Yes,No,21
424,Marketing,Marketing Analyst,40,Male,2016-04-04,8,98874,4,17,90,66,No,Yes,43
425,Operations,Operations Manager,60,Male,2023-08-10,1,114709,4,27,87,66,No,Yes,53
426,Finance,Financial Analyst,29,Male,2015-06-28,9,119766,3,48,96,67,Yes,No,28
427,HR,HR Generalist,40,Female,2015-12-13,8,43200,3,7,87,96,Yes,No,55
428,Finance,Financial Analyst,25,Male,2018-08-25,6,93347,5,24,88,71,Yes,No,39
429,Sales,Sales Representative,39,Male,2017-01-14,7,84436,1,8,82,91,Yes,No,15
430,Operations,Operations Manager,58,Male,2015-07-06,9,67820,5,42,86,67,Yes,Yes,22
431,IT,Software Engineer,36,Female,2019-12-06,4,119264,3,30,73,53,No,No,29
432,IT,Data Scientist,51,Male,2015-01-29,9,72276,2,12,69,77,No,No,53
433,IT,Software Engineer,57,Female,2022-06-14,2,60338,4,41,68,53,No,No,45
434,Operations,Operations Manager,60,Female,2020-06-11,4,83527,5,19,64,69,Yes,No,34
435,IT,Data Scientist,39,Female,2017-07-21,7,89885,3,25,73,56,No,No,21
436,IT,Data Scientist,56,Male,2017-05-08,7,81380,2,31,89,65,No,No,38
437,HR,HR Generalist,59,Female,2022-08-28,2,97671,1,15,100,57,No,No,39
438,HR,HR Generalist,23,Male,2021-02-19,3,47920,4,32,81,77,No,Yes,45
439,Operations,Operations Manager,27,Male,2023-05-30,1,59789,5,40,75,60,No,No,47
440,Marketing,Digital Marketer,37,Male,2021-04-28,3,75310,2,44,72,65,Yes,Yes,60
441,Sales,Sales Representative,39,Female,2023-11-01,0,108956,1,29,89,89,Yes,Yes,56
442,Sales,Sales Representative,44,Male,2023-05-14,1,81078,1,48,89,96,Yes,No,39
443,Sales,Sales Representative,50,Female,2015-05-23,9,61720,2,45,67,84,Yes,No,55
444,Operations,Operations Manager,42,Female,2024-07-31,0,70269,5,8,80,93,No,No,60
445,Finance,Financial Analyst,28,Female,2016-05-12,8,43003,4,27,76,77,Yes,Yes,48
446,IT,Software Engineer,49,Male,2023-08-19,1,79415,5,39,97,53,Yes,No,51
447,Operations,Operations Manager,38,Female,2016-02-13,8,76983,3,38,81,73,Yes,Yes,43
448,Finance,Financial Analyst,28,Male,2022-01-27,2,61554,3,31,73,84,No,No,55
449,Marketing,Digital Marketer,54,Male,2018-04-29,6,108120,1,47,86,92,Yes,No,60
450,HR,Recruitment Manager,26,Male,2019-09-30,5,99721,2,29,71,76,Yes,No,32
451,Marketing,Marketing Analyst,27,Female,2023-12-05,0,111575,3,43,72,85,Yes,No,43
452,Operations,Operations Manager,30,Male,2021-12-05,2,65792,3,40,73,66,Yes,No,59
453,Operations,Operations Manager,46,Male,2023-01-09,1,44822,2,44,79,63,No,No,17
454,HR,Recruitment Manager,57,Male,2021-06-06,3,61825,1,28,86,64,No,No,47
455,Marketing,Marketing Analyst,27,Female,2024-10-17,0,68178,1,30,84,67,No,No,47
456,Operations,Operations Manager,58,Male,2018-10-17,6,104384,2,18,77,60,Yes,No,17
457,Sales,Sales Executive,47,Female,2015-03-03,9,95410,1,14,99,68,No,No,51
458,IT,Data Scientist,53,Female,2014-10-28,10,54792,5,48,82,55,No,No,54
459,Finance,Financial Analyst,28,Female,2017-11-30,6,100433,2,24,78,97,Yes,No,19
460,Operations,Operations Manager,34,Female,2019-12-19,4,66790,4,40,85,83,No,No,24
461,Sales,Sales Representative,26,Female,2023-06-11,1,81952,2,10,96,99,No,No,27
462,Operations,Operations Manager,48,Male,2024-07-09,0,60661,3,23,94,68,No,No,52
463,Sales,Sales Representative,26,Female,2019-02-24,5,78167,4,48,95,73,No,No,56
464,Marketing,Marketing Analyst,48,Female,2020-06-24,4,86102,4,46,69,99,No,No,19
465,Marketing,Marketing Analyst,59,Male,2015-12-08,8,108885,3,46,65,61,Yes,No,52
466,Operations,Operations Manager,57,Female,2023-03-20,1,76416,2,5,87,72,No,No,59
467,Sales,Sales Executive,37,Female,2019-04-12,5,52006,1,29,90,88,Yes,Yes,16
468,IT,Data Scientist,60,Male,2019-12-21,4,48783,1,21,69,78,Yes,No,28
469,IT,Software Engineer,56,Male,2021-10-05,3,48056,4,36,81,59,Yes,Yes,57
470,Finance,Financial Analyst,25,Male,2021-05-10,3,92636,3,5,91,66,Yes,No,20
471,Marketing,Digital Marketer,55,Male,2021-05-07,3,110014,5,44,73,85,No,No,25
472,IT,Data Scientist,26,Male,2015-11-17,8,77390,4,32,92,66,Yes,Yes,40
473,Sales,Sales Executive,25,Female,2017-08-09,7,113265,1,41,77,92,No,No,16
474,Sales,Sales Executive,23,Male,2016-12-26,7,82931,1,45,65,68,No,No,21
475,HR,HR Generalist,38,Female,2018-11-19,5,117462,5,48,67,58,Yes,No,32
476,Marketing,Marketing Analyst,26,Female,2019-09-14,5,78184,3,22,60,58,No,No,28
477,Sales,Sales Representative,44,Male,2020-07-02,4,61202,2,45,99,64,Yes,No,60
478,Finance,Financial Analyst,25,Female,2015-10-07,9,68210,4,42,96,62,No,No,43
479,IT,Data Scientist,60,Female,2015-06-07,9,84749,5,44,61,77,Yes,No,42
480,Marketing,Marketing Analyst,30,Female,2023-01-03,1,89175,4,50,95,68,Yes,No,19
481,HR,HR Generalist,33,Male,2021-12-05,2,46376,3,29,64,56,Yes,No,25
482,Marketing,Digital Marketer,48,Female,2017-03-20,7,79328,3,25,87,97,Yes,No,58
483,IT,Data Scientist,30,Female,2023-03-10,1,110843,3,25,67,51,Yes,No,35
484,Operations,Operations Manager,29,Female,2016-03-17,8,87558,5,8,66,94,No,No,50
485,Operations,Operations Manager,23,Female,2017-05-24,7,102388,1,20,64,63,Yes,No,53
486,IT,Data Scientist,45,Male,2020-10-27,4,78931,3,48,60,71,Yes,No,41
487,Sales,Sales Representative,57,Male,2021-10-24,3,99726,4,39,80,50,No,Yes,44
488,HR,HR Generalist,37,Male,2015-06-02,9,54265,4,11,86,58,No,No,34
489,Finance,Financial Analyst,22,Male,2022-10-02,2,115121,2,15,98,61,No,No,43
490,IT,Software Engineer,54,Male,2021-05-25,3,106723,4,36,84,67,No,No,54
491,Finance,Financial Analyst,32,Male,2022-08-17,2,98658,4,35,77,77,Yes,No,17
492,Sales,Sales Representative,46,Female,2015-08-15,9,70856,5,42,61,84,Yes,No,36
493,IT,Software Engineer,40,Male,2016-07-18,8,97269,5,11,76,74,Yes,Yes,38
494,HR,HR Generalist,48,Female,2022-10-31,1,53688,3,32,82,100,No,No,40
495,Marketing,Digital Marketer,38,Male,2017-05-24,7,67310,4,28,73,55,No,Yes,41
496,IT,Data Scientist,37,Female,2015-03-01,9,81711,1,6,73,90,No,Yes,34
497,Sales,Sales Executive,32,Male,2015-05-16,9,115505,4,45,80,68,Yes,No,48
498,HR,HR Generalist,30,Female,2017-01-28,7,48700,1,24,88,96,No,Yes,49
499,IT,Data Scientist,41,Male,2020-04-30,4,64244,3,30,78,72,No,No,41
500,IT,Data Scientist,35,Female,2016-08-11,8,94982,4,36,63,71,No,No,18
501,Marketing,Digital Marketer,45,Female,2024-02-29,0,48828,1,39,78,91,No,No,36
502,Operations,Operations Manager,29,Female,2020-09-19,4,98576,4,39,62,75,No,No,37
503,Sales,Sales Representative,54,Female,2018-02-19,6,68894,1,24,92,84,Yes,No,28
504,Operations,Operations Manager,54,Female,2021-05-05,3,55465,5,8,76,70,No,Yes,58
505,Operations,Operations Manager,54,Male,2023-02-28,1,118354,5,44,86,66,No,No,49
506,Operations,Operations Manager,40,Male,2016-09-15,8,72317,2,36,75,65,No,No,27
507,Finance,Financial Analyst,31,Male,2015-11-04,8,90388,2,18,99,88,Yes,No,25
508,HR,Recruitment Manager,27,Male,2022-10-08,2,80334,2,6,63,72,Yes,No,33
509,Marketing,Digital Marketer,46,Female,2020-07-26,4,69166,5,28,93,88,Yes,No,35
510,HR,Recruitment Manager,29,Male,2016-12-07,7,102270,5,42,84,83,No,No,49
511,IT,Software Engineer,26,Male,2019-11-11,4,52252,3,7,74,91,No,No,50
512,Marketing,Marketing Analyst,54,Female,2016-12-24,7,43276,2,39,86,51,No,No,52
513,Finance,Financial Analyst,28,Male,2021-05-31,3,84170,4,39,79,91,Yes,No,26
514,Operations,Operations Manager,55,Female,2019-10-26,5,87739,1,5,81,98,No,No,49
515,Marketing,Marketing Analyst,26,Female,2016-11-20,7,63712,4,46,79,90,Yes,Yes,19
516,Operations,Operations Manager,54,Male,2023-08-25,1,100320,1,12,93,72,No,No,29
517,Sales,Sales Representative,53,Male,2018-01-14,6,115111,5,50,97,79,No,Yes,49
518,HR,HR Generalist,57,Female,2015-06-21,9,53462,5,28,62,99,Yes,No,57
519,IT,Data Scientist,52,Male,2021-06-27,3,89668,3,45,94,50,No,No,51
520,HR,HR Generalist,51,Female,2022-05-20,2,114191,5,25,87,77,No,Yes,45
521,Sales,Sales Executive,24,Female,2021-02-20,3,40168,2,11,70,83,Yes,No,22
522,Operations,Operations Manager,49,Male,2018-01-22,6,109250,1,15,84,60,Yes,No,36
523,Finance,Financial Analyst,51,Male,2022-07-27,2,54578,1,17,93,56,Yes,No,60
524,Sales,Sales Executive,22,Male,2020-11-19,3,73348,4,42,93,59,No,No,33
525,Finance,Financial Analyst,42,Female,2016-02-07,8,57138,4,15,81,92,Yes,No,54
526,HR,Recruitment Manager,46,Male,2015-07-31,9,117223,2,43,61,68,Yes,No,42
527,Sales,Sales Executive,35,Female,2015-07-02,9,50038,2,6,96,78,No,No,45
528,IT,Data Scientist,26,Female,2023-02-02,1,104444,4,26,99,51,Yes,No,52
529,Finance,Financial Analyst,50,Male,2019-03-01,5,98665,5,5,76,65,Yes,No,35
530,Operations,Operations Manager,24,Female,2015-04-10,9,88073,2,20,72,70,Yes,No,21
531,Sales,Sales Executive,36,Female,2023-09-01,1,118365,1,39,85,67,Yes,No,43
532,HR,Recruitment Manager,36,Male,2024-07-03,0,105760,5,16,67,71,Yes,Yes,31
533,Operations,Operations Manager,41,Male,2024-07-19,0,57456,1,48,75,90,Yes,No,18
534,Sales,Sales Executive,56,Female,2018-06-30,6,74486,2,10,67,98,Yes,No,47
535,IT,Software Engineer,30,Female,2018-09-23,6,65875,4,44,91,56,No,No,26
536,Sales,Sales Representative,58,Male,2016-05-29,8,117632,2,49,84,73,Yes,No,28
537,Marketing,Marketing Analyst,53,Male,2023-05-14,1,94195,5,48,89,52,No,No,25
538,Sales,Sales Representative,53,Male,2023-09-24,1,112987,5,30,79,86,Yes,No,16
539,HR,HR Generalist,35,Female,2021-12-19,2,78027,5,24,78,50,No,No,20
540,Sales,Sales Executive,51,Male,2023-06-13,1,59576,1,8,76,69,Yes,No,20
541,IT,Software Engineer,42,Female,2020-01-06,4,119222,5,34,61,84,No,No,40
542,Marketing,Marketing Analyst,37,Female,2016-09-30,8,85927,3,15,86,62,No,Yes,16
543,Marketing,Marketing Analyst,41,Male,2017-04-19,7,118134,1,30,76,65,Yes,Yes,26
544,Operations,Operations Manager,60,Male,2022-01-24,2,69379,5,26,79,91,No,No,19
545,Finance,Financial Analyst,36,Female,2024-06-13,0,74578,1,28,96,69,No,No,34
546,Marketing,Digital Marketer,39,Female,2021-12-31,2,103597,1,49,64,76,Yes,No,26
547,Operations,Operations Manager,39,Female,2016-04-01,8,108709,4,46,88,94,No,No,49
548,HR,Recruitment Manager,28,Male,2016-08-07,8,102606,3,42,66,51,Yes,No,58
549,Operations,Operations Manager,57,Female,2021-11-21,2,82038,5,11,65,80,No,No,44
550,Sales,Sales Representative,56,Female,2015-11-21,8,88626,5,35,68,92,Yes,No,18
551,HR,HR Generalist,37,Male,2016-07-04,8,44536,3,12,84,71,No,No,52
552,HR,Recruitment Manager,30,Female,2021-11-18,2,60724,2,7,83,79,No,Yes,58
553,Marketing,Digital Marketer,60,Male,2017-06-23,7,78980,1,17,93,68,No,No,44
554,Sales,Sales Representative,42,Male,2015-05-05,9,80086,5,11,60,63,Yes,No,26
555,Marketing,Digital Marketer,36,Female,2022-06-02,2,65426,5,8,84,66,No,No,20
556,Operations,Operations Manager,22,Male,2022-02-25,2,69855,5,5,94,96,Yes,No,54
557,Marketing,Marketing Analyst,32,Female,2021-11-30,2,44919,4,43,79,85,Yes,No,58
558,Marketing,Marketing Analyst,35,Male,2015-05-02,9,60117,2,22,93,80,No,No,27
559,Marketing,Marketing Analyst,30,Female,2023-04-08,1,102682,2,37,74,98,No,No,28
560,Marketing,Digital Marketer,51,Male,2020-05-04,4,96687,4,33,86,96,Yes,No,18
561,Marketing,Marketing Analyst,52,Male,2019-02-12,5,94071,5,43,71,51,Yes,No,26
562,Sales,Sales Executive,39,Female,2016-02-27,8,42928,3,30,66,74,No,No,28
563,Operations,Operations Manager,32,Female,2020-10-25,4,90429,3,33,94,97,Yes,No,21
564,Operations,Operations Manager,50,Male,2016-01-07,8,57897,3,39,75,91,No,No,41
565,Finance,Financial Analyst,26,Female,2016-11-19,7,104584,1,12,69,58,No,No,23
566,IT,Software Engineer,44,Female,2020-12-06,3,105705,2,20,97,52,Yes,No,38
567,IT,Data Scientist,52,Female,2015-04-27,9,66639,4,39,84,94,No,No,22
568,Finance,Financial Analyst,48,Female,2020-09-11,4,81428,1,11,69,91,Yes,No,26
569,Sales,Sales Representative,33,Female,2020-09-26,4,56971,1,20,71,62,Yes,No,45
570,Marketing,Digital Marketer,58,Female,2017-11-05,6,82343,1,24,100,75,Yes,No,46
571,Finance,Financial Analyst,59,Female,2014-12-27,9,96526,1,12,61,59,No,No,30
